bhk,propertytype,location,sqft,pricepersqft,totalprice
3,Flat,Ahmedabad,1346.0,6233,15700000
4,Flat,Ahmedabad,1872.0,4873,17500000
4,Flat,Ahmedabad,1650.0,6733,20200000
5,Flat,Ahmedabad,10201.0,8499,86700000
3,Flat,Ahmedabad,968.0,5944,10400000
4,Flat,Ahmedabad,4608.0,6400,29400000
4,Flat,Ahmedabad,5680.0,11655,66200000
4,Flat,Ahmedabad,4941.0,9006,44500000
3,Flat,Ahmedabad,1199.0,8000,18500000
5,Flat,Ahmedabad,4863.0,6462,31400000
3,Flat,Ahmedabad,966.0,4539,7970000
3,Flat,Ahmedabad,1300.0,4388,10000000
4,Flat,Ahmedabad,3829.0,6000,42300000
3,Flat,Ahmedabad,2520.0,5159,13000000
5,Flat,Ahmedabad,3415.0,5491,34100000
5,Flat,Ahmedabad,2974.0,7176,38800000
4,Flat,Ahmedabad,5599.0,4506,25200000
3,Flat,Ahmedabad,1926.0,8515,16399999
5,Flat,Ahmedabad,2772.0,5500,27700000
4,Flat,Ahmedabad,3133.0,5750,18000000
3,Flat,Ahmedabad,861.0,4260,8000000
3,Flat,Ahmedabad,1529.0,14337,6509999
4,Villa,Ahmedabad,6975.0,4038,100000000
2,Flat,Ahmedabad,1305.0,5726,5270000
4,Flat,Ahmedabad,1824.0,5159,19000000
3,Flat,Ahmedabad,2520.0,4667,13000000
6,Flat,Ahmedabad,6841.0,5574,103300000
4,Flat,Ahmedabad,1928.0,5491,14900000
5,Flat,Ahmedabad,2772.0,12183,28000000
5,Flat,Ahmedabad,3415.0,3664,34100000
4,Villa,Ahmedabad,4104.0,4555,50000000
4,Flat,Ahmedabad,3100.0,5486,11299999
3,Flat,Ahmedabad,1300.0,5814,10400000
3,Flat,Ahmedabad,963.0,9000,9600000
4,Flat,Ahmedabad,2580.0,4323,15000000
5,Flat,Ahmedabad,6840.0,9500,61500000
3,Flat,Ahmedabad,968.0,4882,7759999
4,Flat,Ahmedabad,4349.0,7500,41300000
3,Flat,Ahmedabad,2493.0,5800,12100000
4,Flat,Ahmedabad,2363.0,4700,32200000
4,Flat,Ahmedabad,3351.0,5000,19400000
4,Flat,Ahmedabad,3900.0,3444,18300000
4,Flat,Ahmedabad,2118.0,3906,15400000
4,Flat,Ahmedabad,3260.0,7630,16299999
3,Flat,Ahmedabad,1827.0,5323,6290000
3,Flat,Ahmedabad,1080.0,4040,7030000
3,Flat,Ahmedabad,896.0,4767,7000000
4,Flat,Ahmedabad,3827.0,4420,29200000
4,Flat,Ahmedabad,4415.0,5581,23500000
2,Flat,Ahmedabad,1350.0,5350,5450000
3,Flat,Ahmedabad,3042.0,11456,14500000
3,Flat,Ahmedabad,1935.0,5100,8550000
3,Flat,Ahmedabad,1935.0,6785,10800000
4,Flat,Ahmedabad,1545.0,6500,15600000
4,Flat,Ahmedabad,2008.0,6030,32200000
3,Flat,Ahmedabad,787.0,9500,6940000
3,Flat,Ahmedabad,1386.0,6500,17000000
4,Flat,Ahmedabad,1743.0,3350,20600000
4,Flat,Ahmedabad,2376.0,3798,14300000
4,Flat,Ahmedabad,3335.0,5716,57600000
4,Flat,Ahmedabad,1750.0,9200,20600000
3,Flat,Ahmedabad,890.0,4757,5350000
3,Flat,Ahmedabad,1801.0,6500,6840000
4,Flat,Ahmedabad,2124.0,9459,17800000
5,Flat,Ahmedabad,8015.0,5000,73700000
3,Flat,Ahmedabad,1750.0,4200,8330000
4,Flat,Ahmedabad,1765.0,4040,21200000
4,Flat,Ahmedabad,2035.0,10500,35000000
3,Flat,Ahmedabad,1445.0,4865,13100000
3,Flat,Ahmedabad,945.0,6000,7350000
2,Flat,Ahmedabad,1350.0,4000,5450000
5,Flat,Ahmedabad,7650.0,8347,80300000
3,Flat,Ahmedabad,1850.0,4014,9000000
3,Flat,Ahmedabad,1458.0,14344,17500000
3,Flat,Ahmedabad,800.0,8527,7000000
3,Flat,Ahmedabad,1015.0,6477,15400000
2,Flat,Ahmedabad,809.0,5943,5600000
5,Flat,Ahmedabad,6623.0,8392,95000000
5,Flat,Ahmedabad,3000.0,4387,41000000
4,Flat,Ahmedabad,2163.0,4667,25400000
3,Flat,Ahmedabad,1046.0,9500,11500000
4,Flat,Ahmedabad,1639.0,5000,25000000
3,Flat,Ahmedabad,1550.0,10500,6800000
3,Flat,Ahmedabad,1260.0,4000,8400000
4,Villa,Ahmedabad,2700.0,4777,34200000
3,Flat,Ahmedabad,1500.0,7000,9000000
5,Flat,Ahmedabad,4311.0,7185,82200000
2,Flat,Ahmedabad,740.0,5778,5400000
4,Flat,Ahmedabad,1703.0,4300,14700000
4,Flat,Ahmedabad,4464.0,4100,31200000
4,Flat,Ahmedabad,3187.0,4200,43200000
3,Flat,Ahmedabad,1260.0,6000,10400000
3,Flat,Ahmedabad,1750.0,4878,7530000
3,Flat,Ahmedabad,968.0,6667,7220000
2,Flat,Ahmedabad,647.0,5318,5170000
4,Flat,Ahmedabad,4130.0,9496,24700000
3,Flat,Ahmedabad,1150.0,4200,12100000
4,Flat,Ahmedabad,2385.0,7601,28900000
4,Flat,Ahmedabad,1810.0,8333,17500000
4,Flat,Ahmedabad,6100.0,5325,57900000
3,Flat,Ahmedabad,1795.0,6182,7540000
3,Flat,Ahmedabad,2368.0,12500,18000000
3,Flat,Ahmedabad,1350.0,6500,20000000
4,Flat,Ahmedabad,1382.0,5733,13300000
4,Flat,Ahmedabad,2396.0,4000,27200000
4,Flat,Ahmedabad,1760.0,4000,40000000
4,Flat,Ahmedabad,3240.0,4410,35100000
4,Flat,Ahmedabad,2237.0,4888,35800000
3,Flat,Ahmedabad,1065.0,6199,11100000
3,Flat,Ahmedabad,968.0,9500,7000000
3,Flat,Ahmedabad,836.0,9400,6900000
3,Flat,Ahmedabad,861.0,12698,8000000
3,Flat,Ahmedabad,886.0,4800,7100000
3,Flat,Ahmedabad,1178.0,3900,10400000
4,Flat,Ahmedabad,2065.0,4830,23000000
4,Flat,Ahmedabad,3625.0,4667,62600000
4,Flat,Ahmedabad,2350.0,5527,42300000
5,Villa,Ahmedabad,6300.0,8642,80000000
3,Flat,Ahmedabad,968.0,5800,8450000
3,Flat,Ahmedabad,968.0,4878,6830000
3,Flat,Ahmedabad,1035.0,5111,10800000
3,Flat,Ahmedabad,1760.0,4700,8500000
3,Flat,Ahmedabad,1413.0,5002,12700000
3,Flat,Ahmedabad,1066.0,5050,10700000
3,Flat,Ahmedabad,1316.0,7200,17500000
3,Flat,Ahmedabad,1936.0,5971,11200000
2,Flat,Ahmedabad,647.0,4000,6000000
4,Flat,Ahmedabad,2034.0,4608,20500000
4,Flat,Ahmedabad,1830.0,7250,15600000
3,Flat,Ahmedabad,1411.0,10600,12800000
3,Flat,Ahmedabad,1150.0,8911,8890000
4,Flat,Ahmedabad,2100.0,6015,27400000
4,Flat,Ahmedabad,1382.0,9000,15000000
3,Flat,Ahmedabad,968.0,6200,7040000
2,Flat,Ahmedabad,610.0,21368,5000000
4,Flat,Ahmedabad,6315.0,8450,45700000
4,Flat,Ahmedabad,5750.0,5804,60900000
4,Flat,Ahmedabad,2475.0,11852,40100000
4,Flat,Ahmedabad,3829.0,4463,42500000
4,Flat,Ahmedabad,2350.0,8632,40500000
4,Flat,Ahmedabad,3829.0,5419,43800000
4,House,Ahmedabad,1521.0,5223,32500000
3,Flat,Ahmedabad,1946.0,3319,23500000
4,Flat,Ahmedabad,1810.0,4878,19100000
5,Villa,Ahmedabad,3150.0,21064,40000000
2,Flat,Ahmedabad,1210.0,3167,5400000
1,Flat,Ahmedabad,585.0,3909,5050000
3,Flat,Ahmedabad,968.0,4238,8400000
2,Flat,Ahmedabad,1053.0,10795,5500000
4,Villa,Ahmedabad,4158.0,5500,13799999
3,Flat,Ahmedabad,1435.0,3819,7000000
2,Villa,Ahmedabad,5814.0,11250,40000000
3,Flat,Ahmedabad,2148.0,4656,11399999
2,Flat,Ahmedabad,972.0,13333,3800000
3,Flat,Ahmedabad,1510.0,6236,6400000
4,Flat,Ahmedabad,3080.0,4500,47500000
3,Flat,Ahmedabad,1197.0,10778,11000000
5,Flat,Ahmedabad,3849.0,4850,21000000
3,Flat,Ahmedabad,560.0,4560,9000000
3,Flat,Ahmedabad,1232.0,4634,8200000
3,House,Ahmedabad,3150.0,9359,60000000
4,House,Ahmedabad,1515.0,5222,13500000
3,Flat,Ahmedabad,1178.0,5902,9640000
3,House,Ahmedabad,900.0,2910,9700000
3,Flat,Ahmedabad,935.0,9855,8370000
3,Flat,Ahmedabad,1300.0,4828,10400000
3,Flat,Ahmedabad,1435.0,7114,9500000
4,Flat,Ahmedabad,2200.0,6500,36500000
4,Flat,Ahmedabad,2133.0,4650,20200000
4,Flat,Ahmedabad,3829.0,4600,41700000
3,Villa,Ahmedabad,1890.0,4667,5500000
3,Flat,Ahmedabad,1118.0,5358,11800000
3,Flat,Ahmedabad,1450.0,8500,7000000
4,Flat,Ahmedabad,1500.0,2696,17500000
5,Flat,Ahmedabad,3850.0,10000,45500000
4,Flat,Ahmedabad,2035.0,3722,17200000
3,Flat,Ahmedabad,1100.0,5102,8970000
3,Flat,Ahmedabad,990.0,4490,8400000
3,Flat,Ahmedabad,1260.0,4705,12500000
5,Flat,Ahmedabad,4420.0,7318,66500000
2,Flat,Ahmedabad,805.0,6160,3100000
3,Flat,Ahmedabad,600.0,4350,6000000
3,Flat,Ahmedabad,990.0,4754,6870000
4,Flat,Ahmedabad,2124.0,3715,19600000
2,Flat,Ahmedabad,857.0,4274,5500000
3,Villa,Ahmedabad,1800.0,8698,27500000
2,Flat,Ahmedabad,999.0,5806,4700000
4,Villa,Ahmedabad,3195.0,6570,35800000
4,Flat,Ahmedabad,2589.0,9863,27500000
2,Flat,Ahmedabad,700.0,7914,5480000
3,Flat,Ahmedabad,1000.0,7207,8200000
3,Flat,Ahmedabad,1106.0,6692,6850000
2,Flat,Ahmedabad,737.0,6667,4500000
3,Flat,Ahmedabad,1435.0,5595,17800000
3,Flat,Ahmedabad,1085.0,4569,9000000
2,Flat,Ahmedabad,724.0,7111,6800000
4,Flat,Ahmedabad,3650.0,7386,36000000
4,Flat,Ahmedabad,2780.0,7799,22000000
2,Flat,Ahmedabad,777.0,4422,8000000
2,Flat,Ahmedabad,900.0,6222,8700000
3,Flat,Ahmedabad,1260.0,4384,12000000
2,Flat,Ahmedabad,1269.0,19897,7100000
3,Flat,Ahmedabad,1217.0,7259,10500000
2,House,Ahmedabad,1575.0,4740,16000000
3,Flat,Ahmedabad,1600.0,5242,19500000
2,Flat,Ahmedabad,1323.0,4571,4100000
2,Flat,Ahmedabad,577.0,6532,4500000
3,Flat,Ahmedabad,808.0,5843,6500000
3,Flat,Ahmedabad,2250.0,5983,14000000
1,Flat,Ahmedabad,580.0,11111,3550000
4,House,Ahmedabad,1935.0,4884,38500000
4,Flat,Ahmedabad,2200.0,4654,19600000
2,Flat,Ahmedabad,749.0,10278,3550000
3,Flat,Ahmedabad,963.0,8833,9200000
3,Flat,Ahmedabad,968.0,6250,8000000
2,Flat,Ahmedabad,696.0,5276,4500000
3,Flat,Ahmedabad,850.0,4831,7800000
2,Flat,Ahmedabad,819.0,5773,7000000
3,Flat,Ahmedabad,2340.0,8667,26000000
2,Flat,Ahmedabad,573.0,6119,4000000
2,Flat,Ahmedabad,850.0,5183,5660000
3,Flat,Ahmedabad,1260.0,8725,18500000
3,Villa,Ahmedabad,2100.0,6231,26500000
2,Flat,Ahmedabad,900.0,4643,7500000
3,Flat,Ahmedabad,1393.0,5429,10500000
2,Flat,Ahmedabad,850.0,26000,5000000
4,Flat,Ahmedabad,1908.0,4861,19000000
4,Villa,Ahmedabad,1575.0,3493,19500000
2,Flat,Ahmedabad,466.0,17962,4100000
3,Flat,Ahmedabad,1337.0,6186,9900000
4,Flat,Ahmedabad,3440.0,4509,30000000
2,Flat,Ahmedabad,674.0,3276,6000000
1,Flat,Ahmedabad,422.0,5972,2800000
3,Flat,Ahmedabad,912.0,7708,9500000
5,House,Ahmedabad,3420.0,3955,88900000
3,Flat,Ahmedabad,1503.0,4659,5500000
1,Flat,Ahmedabad,486.0,6453,3500000
3,Flat,Ahmedabad,774.0,4699,4900000
4,Villa,Ahmedabad,3735.0,6209,33500000
3,Flat,Ahmedabad,750.0,7182,9000000
2,Flat,Ahmedabad,819.0,6486,5280000
2,Flat,Ahmedabad,840.0,7018,4600000
3,Flat,Ahmedabad,2043.0,5369,12200000
3,Flat,Ahmedabad,839.0,4545,11000000
2,Flat,Ahmedabad,810.0,3333,4200000
2,Flat,Ahmedabad,976.0,14198,6500000
3,Flat,Ahmedabad,1431.0,4598,12500000
3,House,Ahmedabad,1266.0,4516,8500000
2,Flat,Ahmedabad,1530.0,4682,9500000
3,Flat,Ahmedabad,1267.0,4598,13000000
4,Flat,Ahmedabad,2590.0,7764,24000000
3,Flat,Ahmedabad,1710.0,3846,12000000
2,Flat,Ahmedabad,938.0,4924,7200000
2,Flat,Ahmedabad,770.0,4476,5000000
2,Flat,Ahmedabad,882.0,5455,4200000
4,Villa,Ahmedabad,1134.0,18519,23000000
2,Flat,Ahmedabad,913.0,7692,6000000
2,Flat,Ahmedabad,1085.0,5903,4900000
2,Flat,Ahmedabad,1001.0,13620,6700000
2,Flat,Ahmedabad,1305.0,4996,6000000
4,Flat,Ahmedabad,2340.0,12876,10900000
5,Flat,Ahmedabad,2638.0,4444,17500000
2,Flat,Ahmedabad,670.0,15432,3300000
2,Flat,Ahmedabad,735.0,4667,4700000
3,Flat,Ahmedabad,1155.0,17361,9000000
3,Villa,Ahmedabad,567.0,8333,15000000
4,Villa,Ahmedabad,4095.0,6015,45000000
2,Flat,Ahmedabad,907.0,21000,7650000
4,Villa,Ahmedabad,1953.0,20417,38000000
2,Flat,Ahmedabad,812.0,7736,5800000
3,Flat,Ahmedabad,1304.0,4690,24000000
2,Flat,Ahmedabad,693.0,7392,4400000
3,House,Ahmedabad,1134.0,7525,25000000
3,Flat,Ahmedabad,1050.0,3968,7000000
5,House,Ahmedabad,2016.0,6250,50000000
3,Flat,Ahmedabad,546.0,4575,6500000
3,Flat,Ahmedabad,1330.0,3949,8000000
4,Villa,Ahmedabad,1750.0,9833,52500000
4,House,Ahmedabad,1680.0,9790,49000000
4,Flat,Ahmedabad,2456.0,7566,19000000
2,Flat,Ahmedabad,618.0,3417,6500000
4,Flat,Ahmedabad,2005.0,14800,26500000
3,Flat,Ahmedabad,1935.0,3767,17000000
1,Flat,Ahmedabad,441.0,5091,2500000
3,Flat,Ahmedabad,1044.0,5000,7500000
1,Flat,Ahmedabad,648.0,4853,3500000
3,Flat,Ahmedabad,1899.0,3700,7500000
3,Flat,Ahmedabad,1980.0,13727,30000000
3,House,Ahmedabad,1430.0,4291,20000000
2,House,Ahmedabad,990.0,6099,7490000
2,House,Amritsar,1080.0,6410,9000000
2,Flat,Amritsar,1039.0,4773,6200000
2,House,Amritsar,1503.0,4990,7500000
2,House,Amritsar,1125.0,3378,3800000
3,House,Amritsar,1100.0,5455,6000000
3,Villa,Amritsar,900.0,7778,7000000
2,House,Amritsar,1080.0,3056,3850000
3,House,Amritsar,77.0,7504,5200000
2,Flat,Amritsar,750.0,1875,1500000
2,House,Amritsar,680.0,3088,2100000
3,House,Amritsar,750.0,5333,4000000
2,House,Amritsar,1000.0,2167,2600000
2,House,Amritsar,86.0,3795,2000000
2,House,Amritsar,167.0,4000,7600000
3,House,Amritsar,1400.0,3571,5600000
2,House,Amritsar,630.0,2933,2500000
2,Flat,Amritsar,1500.0,4412,4400000
3,House,Amritsar,1700.0,6166,7500000
3,House,Amritsar,892.0,3200,5500000
3,House,Amritsar,2500.0,3000,8000000
3,Flat,Amritsar,1500.0,11667,4500000
3,House,Amritsar,3000.0,3111,35000000
3,House,Amritsar,1350.0,2058,4200000
3,House,Amritsar,1944.0,2200,4000000
2,House,Amritsar,1500.0,32895,3300000
2,House,Amritsar,152.0,63830,5000000
2,House,Amritsar,235.0,2727,15000000
2,Flat,Amritsar,1650.0,5000,4500000
2,House,Amritsar,800.0,5111,4000000
3,House,Amritsar,900.0,3360,4600000
3,House,Amritsar,1250.0,5556,4200000
3,House,Amritsar,900.0,2143,6500000
3,House,Amritsar,1350.0,10000,7500000
2,Flat,Amritsar,700.0,2700,1500000
2,House,Amritsar,1500.0,3561,18000000
3,House,Amritsar,1404.0,6500,5000000
3,House,Amritsar,450.0,3306,2500000
3,House,Amritsar,800.0,2370,6500000
2,House,Amritsar,675.0,3348,1600000
3,House,Amritsar,612.0,1852,250000
3,House,Amritsar,1404.0,5500,4700000
3,House,Amritsar,850.0,3205,2000000
3,House,Amritsar,1000.0,2222,5500000
2,House,Amritsar,468.0,5417,1500000
3,House,Amritsar,1800.0,2222,4000000
3,House,Amritsar,1200.0,3500,6500000
3,Villa,Amritsar,1080.0,4819,2400000
3,House,Amritsar,1000.0,4444,3500000
3,House,Amritsar,1614.0,5854,8500000
2,House,Amritsar,900.0,2963,4000000
3,House,Amritsar,1030.0,7500,6000000
3,House,Amritsar,945.0,2600,2800000
3,House,Amritsar,2200.0,2756,15000000
2,House,Amritsar,56.0,6122,800000
2,House,Amritsar,1000.0,8148,2600000
2,House,Amritsar,1125.0,3278,3100000
2,House,Amritsar,1350.0,8272,11000000
2,Villa,Amritsar,900.0,3205,2950000
3,House,Amritsar,2100.0,3457,6500000
3,House,Amritsar,1088.0,4643,9000000
2,House,Amritsar,468.0,2963,1500000
2,House,Amritsar,810.0,4314,2800000
2,Villa,Amritsar,3015.0,4577,14000000
2,House,Amritsar,1350.0,80000,4000000
3,Flat,Amritsar,2086.0,2755,9000000
3,House,Amritsar,1420.0,2000,6500000
2,House,Amritsar,50.0,2614,4000000
3,House,Amritsar,2500.0,3211,5000000
2,House,Amritsar,1836.0,3211,4800000
3,House,Amritsar,1600.0,3119,7000000
3,House,Amritsar,2180.0,1889,7000000
2,House,Amritsar,513.0,3585,1600000
2,House,Amritsar,700.0,2284,1700000
3,House,Amritsar,450.0,6000,2500000
3,House,Amritsar,3487.0,2222,12500000
3,House,Amritsar,1620.0,13274,3700000
3,House,Amritsar,2500.0,3429,60000000
3,House,Amritsar,1800.0,2778,4000000
2,House,Amritsar,565.0,333,7500000
2,House,Amritsar,700.0,3074,2400000
2,House,Amritsar,900.0,6667,2500000
3,House,Amritsar,137.0,1370,9500000
3,House,Amritsar,22500.0,2253,7500000
2,House,Amritsar,927.0,1944,2850000
2,House,Amritsar,1500.0,526316,10000000
3,House,Amritsar,1350.0,4634,1850000
2,House,Amritsar,1132.0,2828,2550000
3,House,Amritsar,1800.0,3077,3500000
3,House,Amritsar,765.0,2976,450000000
3,House,Amritsar,410.0,2143,1900000
3,House,Amritsar,990.0,5556,2800000
3,Flat,Amritsar,1300.0,5662,4000000
3,House,Amritsar,1512.0,1587,4500000
3,Villa,Amritsar,2700.0,2667,14000000
3,House,Amritsar,288.0,71429,1600000
2,House,Amritsar,936.0,7692,5300000
3,House,Amritsar,630.0,2650,1000000
3,House,Amritsar,4275.0,2160,8700000
2,House,Amritsar,1125.0,2830,3000000
3,House,Amritsar,32.0,1778,3000000
3,House,Amritsar,585.0,2176,4500000
2,House,Amritsar,115.0,2841,2000000
2,House,Amritsar,1887.0,9507,5000000
3,House,Amritsar,1250.0,2471,2700000
3,House,Amritsar,990.0,3000,2700000
2,House,Amritsar,900.0,3032,1600000
2,Flat,Amritsar,1700.0,5051,3700000
2,House,Amritsar,1584.0,60000,4500000
3,Villa,Amritsar,1035.0,7788,9840000
2,House,Amritsar,850.0,5455,2100000
2,House,Amritsar,1000.0,4167,3000000
3,Flat,Amritsar,1550.0,2444,4700000
3,House,Amritsar,495.0,867,2500000
3,House,Amritsar,270.0,210,15000000
3,House,Amritsar,963.0,1698,7500000
3,House,Amritsar,1000.0,955,3000000
2,House,Amritsar,720.0,1071,3000000
2,House,Amritsar,450.0,882,1100000
3,House,Amritsar,900.0,963,780000
3,House,Amritsar,667.0,3670,140000
3,House,Amritsar,1296.0,8333,2200000
2,House,Amritsar,576.0,2222,550000
2,House,Amritsar,1400.0,3889,1500000
3,House,Amritsar,1701.0,4028,1500000
2,House,Amritsar,1350.0,2045,1300000
2,House,Amritsar,1226.0,3333,4500000
2,House,Amritsar,1062.0,9700,3900000
3,House,Amritsar,600.0,8503,5000000
3,House,Amritsar,1260.0,4853,2800000
2,House,Amritsar,3600.0,1646,14000000
2,House,Amritsar,3600.0,2750,14500000
3,Villa,Amritsar,2200.0,3474,4500000
2,House,Amritsar,450.0,3552,1500000
2,House,Amritsar,294.0,2874,2500000
3,House,Amritsar,783.0,5854,3800000
3,House,Amritsar,1215.0,2000,2000000
3,House,Amritsar,1256.02,5142,2800000
3,House,Amritsar,1256.02,1690,2300000
3,House,Amritsar,1256.02,45509,9300000
3,House,Amritsar,1256.02,5556,1470000
2,House,Amritsar,1256.02,408,1800000
2,House,Amritsar,1256.02,3095,5000000
3,House,Amritsar,1256.02,3672,2250000
3,House,Amritsar,1256.02,5556,980000
2,House,Amritsar,1256.02,2035,1750000
2,Flat,Bangalore,1254.0,8530,10600000
3,Flat,Bangalore,2582.0,16756,61800000
3,Flat,Bangalore,2084.0,9985,20800000
2,Flat,Bangalore,1241.0,9205,11399999
4,Flat,Bangalore,2120.0,12382,26200000
3,Flat,Bangalore,1933.0,6300,12100000
2,Flat,Bangalore,1194.0,11725,14000000
3,Flat,Bangalore,1480.0,9459,14000000
4,Flat,Bangalore,2697.0,10753,29000000
2,Flat,Bangalore,875.0,9642,8440000
2,Flat,Bangalore,1270.0,11300,14300000
3,Flat,Bangalore,1563.0,5599,8750000
3,Flat,Bangalore,1666.0,11946,19900000
3,Flat,Bangalore,1402.0,8034,11200000
3,Flat,Bangalore,2315.0,16508,38200000
3,Flat,Bangalore,2112.0,10134,21400000
3,Flat,Bangalore,645.0,9118,9230000
3,Flat,Bangalore,1243.0,9299,11500000
3,Flat,Bangalore,1074.0,9330,14900000
3,Flat,Bangalore,1575.0,10687,16800000
4,Flat,Bangalore,2157.0,12301,26500000
3,Flat,Bangalore,1427.0,15207,21700000
3,Flat,Bangalore,2409.0,12204,29400000
3,Flat,Bangalore,1570.0,8301,13000000
3,Villa,Bangalore,3000.0,25395,90000000
2,Flat,Bangalore,971.0,8384,8140000
3,Flat,Bangalore,1494.0,9973,14900000
3,Flat,Bangalore,1676.0,13993,34700000
5,Flat,Bangalore,3582.0,13993,83200000
3,Flat,Bangalore,2084.0,10511,21900000
4,Flat,Bangalore,2350.0,22050,71900000
3,Flat,Bangalore,1461.0,16222,23700000
4,Villa,Bangalore,3490.0,14069,49100000
3,Flat,Bangalore,1842.0,14385,26400000
3,Flat,Bangalore,1842.0,14385,26400000
3,Flat,Bangalore,1850.0,10801,19900000
4,Flat,Bangalore,2211.0,13704,48500000
3,Flat,Bangalore,1074.0,9330,14900000
4,Flat,Bangalore,4044.0,15843,64000000
3,Flat,Bangalore,1644.0,7263,11900000
4,Flat,Bangalore,2094.0,7999,16700000
4,Flat,Bangalore,2512.0,12301,30900000
3,Flat,Bangalore,1613.0,14468,23300000
3,Flat,Bangalore,1613.0,14468,23300000
3,Flat,Bangalore,1595.0,9913,15800000
5,Flat,Bangalore,6000.0,11667,70000000
4,Flat,Bangalore,2157.0,12301,26500000
2,Flat,Bangalore,857.0,17503,15000000
3,Flat,Bangalore,2084.0,10511,21900000
3,Flat,Bangalore,3600.0,19619,70600000
4,Flat,Bangalore,2168.0,11239,24300000
4,Flat,Bangalore,1860.0,13903,36800000
4,Villa,Bangalore,3260.0,17453,56800000
3,Flat,Bangalore,1150.0,9245,17300000
3,Flat,Bangalore,2170.0,9834,21300000
2,Flat,Bangalore,865.0,9491,8209999
3,Flat,Bangalore,1242.0,8099,10000000
5,Flat,Bangalore,6000.0,11667,70000000
3,Flat,Bangalore,1660.0,11946,19800000
3,Flat,Bangalore,1885.0,14468,27200000
5,Flat,Bangalore,6000.0,11667,70000000
2,Flat,Bangalore,883.0,10249,9050000
3,Flat,Bangalore,1676.0,13993,34700000
4,Flat,Bangalore,2421.0,14200,34300000
4,Flat,Bangalore,1759.0,17965,31600000
3,Flat,Bangalore,2375.0,22526,53500000
4,Flat,Bangalore,1759.0,17965,31600000
3,Flat,Bangalore,1509.0,11905,17900000
3,Flat,Bangalore,1539.0,8690,13300000
4,Villa,Bangalore,6000.0,23047,138200000
3,Flat,Bangalore,2186.0,11592,25299999
3,Flat,Bangalore,1074.0,9330,14900000
3,Flat,Bangalore,1850.0,7500,13799999
3,Flat,Bangalore,1389.0,7842,10800000
5,Flat,Bangalore,8900.0,19619,174600000
3,Flat,Bangalore,1906.0,9202,17500000
3,Flat,Bangalore,1150.0,9245,17300000
4,Flat,Bangalore,2813.0,13797,38800000
2,Flat,Bangalore,1205.0,9100,10900000
3,Flat,Bangalore,1462.0,8557,12500000
3,Flat,Bangalore,1554.0,10846,16800000
3,Flat,Bangalore,2172.0,9834,21300000
3,Flat,Bangalore,1870.0,12966,24200000
4,Flat,Bangalore,2471.0,14200,35000000
3,Flat,Bangalore,1427.0,9460,13500000
3,Flat,Bangalore,2017.0,10462,21100000
3,Flat,Bangalore,1427.0,15207,21700000
2,Flat,Bangalore,1191.0,14046,16700000
3,Flat,Bangalore,1998.0,11592,23100000
3,Flat,Bangalore,1074.0,9330,14900000
4,Flat,Bangalore,1759.0,17965,31600000
4,Flat,Bangalore,1860.0,13903,36800000
3,Flat,Bangalore,1785.0,14157,25200000
4,Flat,Bangalore,2145.0,9966,21300000
4,Flat,Bangalore,2218.0,11484,40800000
3,Flat,Bangalore,1862.0,8935,16600000
4,Flat,Bangalore,1759.0,17965,31600000
3,Flat,Bangalore,2004.0,14200,28400000
3,Flat,Bangalore,1759.0,7800,13700000
3,Flat,Bangalore,1785.0,11240,20000000
4,Flat,Bangalore,2662.0,11905,31600000
4,Flat,Bangalore,2553.0,10650,27100000
4,Flat,Bangalore,2670.0,28015,74800000
4,Flat,Bangalore,3740.0,13138,49100000
4,Villa,Bangalore,2640.0,12273,40500000
3,Flat,Bangalore,1075.0,9358,15300000
4,Villa,Bangalore,3899.0,10207,39700000
2,Flat,Bangalore,1447.0,12301,17800000
4,Flat,Bangalore,1474.0,11849,28000000
3,Flat,Bangalore,1470.0,9867,14500000
5,Villa,Bangalore,4235.0,11806,50000000
3,Flat,Bangalore,1931.0,17026,32799999
4,Flat,Bangalore,2662.0,11592,30800000
3,Flat,Bangalore,1334.0,8640,11500000
4,Villa,Bangalore,3261.0,8648,28200000
3,Flat,Bangalore,1575.0,12825,20200000
2,Flat,Bangalore,1312.0,9854,12900000
2,Flat,Bangalore,1644.0,9489,15600000
2,Flat,Bangalore,1131.0,8466,9570000
3,Flat,Bangalore,1485.0,8570,12700000
3,Flat,Bangalore,1447.0,9883,14300000
3,Flat,Bangalore,1785.0,10457,18600000
3,Flat,Bangalore,1750.0,11257,19700000
3,Flat,Bangalore,1661.0,9500,15700000
4,Villa,Bangalore,3205.0,8393,26900000
2,Flat,Bangalore,1143.0,8311,9500000
4,Flat,Bangalore,2730.0,13260,36200000
3,Flat,Bangalore,2188.0,11426,25000000
3,Flat,Bangalore,1705.0,13842,23600000
2,Flat,Bangalore,1354.0,9380,12700000
2,Flat,Bangalore,920.0,6577,6050000
4,Flat,Bangalore,2371.0,8984,21300000
2,Flat,Bangalore,1175.0,12348,14500000
3,Flat,Bangalore,1764.0,6973,12300000
2,Flat,Bangalore,933.0,7271,6780000
3,Flat,Bangalore,1616.0,6850,11000000
1,Flat,Bangalore,680.0,5515,3750000
3,Flat,Bangalore,1715.0,13178,22599999
3,Flat,Bangalore,1649.0,7779,12800000
3,Flat,Bangalore,1892.0,12278,23200000
3,Flat,Bangalore,1967.0,7299,14300000
