bhk,propertytype,location,sqft,pricepersqft,totalprice
3,Flat,Patna,1490.0,22059,6850000
3,Flat,Patna,2135.0,4593,17500000
2,Flat,Patna,823.0,4913,3800000
3,Flat,Patna,1118.0,6522,6700000
3,Flat,Patna,945.0,5785,6940000
3,Flat,Patna,1250.0,6282,5500000
3,Flat,Patna,1200.0,7000,7500000
3,House,Patna,680.0,5800,15000000
3,Flat,Patna,1476.0,6564,6780000
3,Flat,Patna,1486.0,4599,7300000
3,Flat,Patna,1150.0,4599,7500000
3,Flat,Patna,1210.0,4222,7000000
3,Flat,Patna,1450.0,4439,6500000
3,Flat,Patna,1560.0,3658,9800000
2,Flat,Patna,1000.0,14695,7000000
2,Flat,Patna,1000.0,4061,5800000
3,Flat,Patna,1295.0,7586,8500000
2,Flat,Patna,959.0,11364,4410000
2,Flat,Patna,948.0,8205,4360000
2,Flat,Patna,1208.0,4364,5100000
2,Flat,Patna,980.0,5517,4350000
3,Flat,Patna,1356.0,5000,4960000
3,House,Patna,1361.0,4932,20000000
2,Flat,Patna,985.0,6502,4000000
2,Flat,Patna,1250.0,6297,11000000
3,Flat,Patna,1250.0,7273,25000000
2,Flat,Patna,975.0,4996,8000000
3,Flat,Patna,1400.0,5914,6500000
2,Flat,Patna,886.0,6478,4800000
3,Flat,Patna,1450.0,5000,8000000
2,Flat,Patna,1000.0,7197,5000000
2,Flat,Patna,811.0,6000,4000000
3,Flat,Patna,1001.0,12500,9240000
3,Flat,Patna,1588.0,4906,10000000
2,Flat,Patna,935.0,3000,8000000
3,House,Patna,1361.0,7803,6800000
2,Flat,Patna,930.0,4506,5500000
3,Flat,Patna,1235.0,6667,8000000
2,Flat,Patna,657.0,3444,4730000
3,Flat,Patna,1320.0,5047,9500000
2,Flat,Patna,1400.0,4959,9000000
3,Flat,Patna,1350.0,8051,11000000
2,Flat,Patna,680.0,9161,7200000
2,Flat,Patna,800.0,6667,10000000
3,Flat,Patna,1121.0,5204,5500000
2,Flat,Patna,750.0,5882,2250000
2,Flat,Patna,1730.0,5309,13500000
2,Flat,Patna,1400.0,8333,6310000
2,Flat,Patna,1050.0,8214,7000000
3,Flat,Patna,1597.0,7500,5500000
3,Flat,Patna,1129.0,6349,7500000
2,Flat,Patna,605.0,6923,3000000
3,Flat,Patna,900.0,6981,9500000
3,Flat,Patna,1692.0,7042,15500000
3,Flat,Patna,1400.0,5391,11000000
2,Flat,Patna,980.0,5002,5100000
3,Flat,Patna,1400.0,5400,10000000
3,Flat,Patna,848.0,4000,8600000
3,Flat,Patna,1500.0,4400,12500000
2,Flat,Patna,1027.0,5100,7800000
2,Flat,Patna,1120.0,6308,9200000
3,Flat,Patna,1547.0,15000,11600000
3,Flat,Patna,880.0,6415,8000000
3,Flat,Patna,1375.0,13784,9000000
3,Flat,Patna,1145.0,5352,10800000
3,Flat,Patna,1200.0,8409,10000000
3,Flat,Patna,1150.0,7292,6200000
2,Flat,Patna,570.0,8750,5500000
3,Flat,Patna,895.0,55055,8640000
2,Flat,Patna,1040.0,7273,4160000
2,Flat,Patna,1329.0,5000,5850000
3,Flat,Patna,1451.0,5093,7400000
3,Flat,Patna,1100.0,7353,8200000
3,Flat,Patna,1200.0,8339,25500000
3,Flat,Patna,1325.0,4000,8500000
2,House,Patna,675.0,8889,5000000
3,Flat,Patna,1430.0,7143,25500000
3,House,Patna,710.0,5357,3800000
3,Flat,Patna,1200.0,7037,11100000
2,Flat,Patna,960.0,6776,7000000
2,Flat,Patna,800.0,4370,7000000
2,House,Patna,999.0,6296,55000000
3,Flat,Patna,1375.0,9398,10000000
2,Flat,Patna,950.0,6343,5100000
2,Flat,Patna,850.0,14196,5500000
3,Flat,Patna,1500.0,6431,12500000
3,Flat,Patna,1475.0,5000,12300000
3,Flat,Patna,1200.0,16610,4800000
3,Flat,Patna,900.0,3639,8000000
3,Flat,Patna,1400.0,6000,10000000
3,Flat,Patna,1400.0,5483,7500000
3,Flat,Patna,1250.0,8824,9500000
2,Flat,Patna,750.0,4464,6200000
3,Flat,Patna,900.0,8800,5900000
2,Flat,Patna,1080.0,6236,6800000
3,Flat,Patna,1000.0,7680,12500000
3,Villa,Patna,350.0,8500,3200000
2,Flat,Patna,1112.0,4714,8500000
3,House,Patna,1550.0,5357,25000000
3,Flat,Patna,1555.0,3200,10000000
3,Flat,Patna,1400.0,4649,7000000
3,Flat,Patna,1475.0,8444,24500000
3,Flat,Patna,900.0,5587,5400000
3,Flat,Patna,1000.0,4791,7500000
3,Flat,Patna,1295.0,8302,7100000
3,Flat,Patna,1190.0,4343,10500000
2,Flat,Patna,780.0,7500,4500000
3,Flat,Patna,1000.0,8214,8800000
3,Flat,Patna,1331.0,11765,8300000
3,Flat,Patna,1250.0,5208,9600000
2,Flat,Patna,800.0,6000,8500000
3,Flat,Patna,1591.0,10357,7500000
2,Flat,Patna,950.0,5007,8000000
3,Flat,Patna,1400.0,10357,7500000
2,Flat,Patna,1050.0,5644,3360000
3,Flat,Patna,1280.0,10000,6950000
2,Flat,Patna,1125.0,7042,9500000
2,Flat,Patna,776.0,3818,6000000
3,Flat,Patna,1096.0,5672,7000000
3,Flat,Patna,1325.0,4444,11000000
2,Flat,Patna,750.0,5417,3500000
2,Flat,Patna,800.0,6154,4300000
3,Flat,Patna,1200.0,9375,9000000
2,Flat,Patna,1120.0,6107,9200000
3,House,Patna,1650.0,10000,20000000
3,Flat,Patna,1152.0,4741,6000000
3,Flat,Patna,1450.0,6250,8700000
3,Flat,Patna,1050.0,7080,14500000
3,Flat,Patna,1450.0,6401,7500000
3,Flat,Patna,1400.0,5000,14500000
3,Flat,Patna,1382.0,7500,7800000
2,Flat,Patna,1150.0,6706,11500000
3,Flat,Patna,1420.0,7865,10000000
2,Flat,Patna,1000.0,6880,7800000
3,Flat,Patna,900.0,6429,4200000
3,Flat,Patna,1675.0,4200,9500000
2,House,Patna,900.0,5082,4000000
3,Flat,Patna,1000.0,7353,6500000
2,Flat,Patna,700.0,5990,6000000
3,Flat,Patna,1400.0,5849,13500000
3,Flat,Patna,1600.0,4706,15000000
3,Flat,Patna,1310.0,7692,8000000
3,Flat,Patna,1400.0,4082,19000000
3,Flat,Patna,1260.0,5476,5500000
2,Flat,Patna,1040.0,6250,6500000
3,Flat,Patna,1130.0,6000,8000000
3,Flat,Patna,1328.0,3646,8500000
2,Flat,Patna,1026.0,5536,5130000
2,Flat,Patna,800.0,10000,6000000
3,Flat,Patna,1370.0,4277,11500000
2,Flat,Patna,890.0,10400,7000000
3,Flat,Patna,1629.73,8500,9000000
3,Flat,Pondicherry,1523.0,4327,15000000
2,Flat,Pondicherry,832.0,6234,3600000
2,Flat,Pondicherry,1155.0,4476,7200000
2,Flat,Pondicherry,850.0,10769,4700000
2,Villa,Pondicherry,1300.0,4750,14000000
3,Villa,Pondicherry,1408.0,5539,9500000
3,Flat,Pondicherry,1230.0,5000,7600000
3,Flat,Pondicherry,1360.0,3200,7500000
2,House,Pondicherry,1500.0,2778,4800000
2,Villa,Pondicherry,1800.0,4571,5000000
2,House,Pondicherry,1211.0,5870,5540000
3,House,Pondicherry,2100.0,5562,16200000
3,Villa,Pondicherry,1600.0,1000,8900000
2,Flat,Pondicherry,910.0,3137,8500000
2,Flat,Pondicherry,1550.0,4906,8000000
2,Flat,Pondicherry,1060.0,4667,5200000
2,Flat,Pondicherry,900.0,2778,4200000
3,Villa,Pondicherry,1800.0,5291,5000000
2,Flat,Pondicherry,1134.0,2737,6000000
3,Flat,Pondicherry,1900.0,4286,5200000
2,House,Pondicherry,980.0,6010,4200000
2,Flat,Pondicherry,952.0,6818,7500000
3,Flat,Pondicherry,1100.0,4500,6600000
3,House,Pondicherry,2200.0,5190,15000000
2,House,Pondicherry,1400.0,16459,6300000
3,Flat,Pondicherry,1350.0,5278,7500000
2,Flat,Pondicherry,1024.0,3412,29000000
3,Flat,Pondicherry,1800.0,3077,9500000
2,Flat,Pondicherry,938.0,5833,3200000
3,Flat,Pondicherry,1300.0,6000,4000000
2,House,Pondicherry,1200.0,6410,7000000
2,House,Pondicherry,1800.0,3462,10800000
2,Flat,Pondicherry,936.0,4479,6000000
2,House,Pondicherry,1300.0,4545,4500000
2,Flat,Pondicherry,777.0,4127,5150000
3,Flat,Pondicherry,1100.0,5600,5000000
3,Flat,Pondicherry,1325.0,3333,6500000
2,Flat,Pondicherry,1240.0,5312,6800000
2,Flat,Pondicherry,1250.0,6167,7000000
2,House,Pondicherry,1800.0,3409,6000000
3,Flat,Pondicherry,1600.0,3636,8500000
2,Flat,Pondicherry,600.0,2899,3700000
3,House,Pondicherry,1000.0,3202,7500000
2,Flat,Pondicherry,825.0,5333,3000000
2,House,Pondicherry,1380.0,5520,4000000
2,Villa,Pondicherry,600.0,6000,2200000
3,Flat,Pondicherry,484.0,5517,7000000
2,Flat,Pondicherry,750.0,7222,4000000
3,Flat,Pondicherry,1250.0,3500,6900000
3,Flat,Pondicherry,1600.0,5667,9600000
2,House,Pondicherry,725.0,33333,4000000
2,House,Pondicherry,1300.0,4333,13000000
2,Flat,Pondicherry,1000.0,4259,3500000
3,Flat,Pondicherry,1500.0,5753,8500000
3,House,Pondicherry,1500.0,14020,50000000
2,House,Pondicherry,1800.0,5000,7800000
3,Flat,Pondicherry,1315.0,5625,5600000
3,Flat,Pondicherry,16000.0,7105,9600000
2,Villa,Pondicherry,670.0,4190,4200000
3,Flat,Pondicherry,2040.0,1815,28600000
3,Villa,Pondicherry,1400.0,7143,7000000
2,House,Pondicherry,800.0,4018,4500000
3,Flat,Pondicherry,1126.0,7143,8000000
2,Flat,Pondicherry,770.0,5556,3700000
2,House,Pondicherry,2700.0,4031,4900000
3,Flat,Pondicherry,1050.0,5769,10000000
2,Flat,Pondicherry,1000.0,225,4850000
3,Flat,Pondicherry,1100.0,5000,10000000
2,Villa,Pondicherry,900.0,3556,5000000
3,House,Pondicherry,1600.0,3852,6450000
2,Flat,Pondicherry,750.0,5217,7500000
3,Villa,Pondicherry,100000.0,8095,22500000
2,Flat,Pondicherry,700.0,4092,4000000
3,House,Pondicherry,900.0,4778,3200000
3,Flat,Pondicherry,950.0,6389,5200000
3,Flat,Pondicherry,1300.0,2600,7200000
3,Flat,Pondicherry,2300.0,5400,12000000
2,Flat,Pondicherry,1050.0,7448,8500000
2,House,Pondicherry,1200.0,5000,4910000
2,Flat,Pondicherry,900.0,4417,4300000
3,House,Pondicherry,1800.0,3861,11500000
2,House,Pondicherry,500.0,4353,1300000
3,House,Pondicherry,1200.0,5667,13500000
3,Villa,Pondicherry,2081.0,5217,15500000
2,House,Pondicherry,1100.0,5000,6000000
3,Flat,Pondicherry,1200.0,4750,5300000
2,Flat,Pondicherry,1010.0,6873,3900000
2,Flat,Pondicherry,850.0,4333,3700000
2,House,Pondicherry,1200.0,4158,6800000
2,House,Pondicherry,1150.0,5125,6000000
2,Flat,Pondicherry,800.0,4727,4000000
3,Flat,Pondicherry,700.0,7083,1900000
3,Flat,Pondicherry,2000.0,4792,9500000
2,Flat,Pondicherry,395.0,6250,4000000
3,Flat,Pondicherry,1200.0,3926,6500000
2,Flat,Pondicherry,750.0,4375,3000000
2,Flat,Pondicherry,1072.0,5769,4990000
2,Flat,Pondicherry,850.0,4167,3200000
2,Flat,Pondicherry,941.0,5500,6000000
3,Flat,Pondicherry,1400.0,4583,8200000
2,Flat,Pondicherry,900.0,11333,4500000
2,House,Pondicherry,400.0,6500,5200000
2,House,Pondicherry,1000.0,4889,8500000
3,House,Pondicherry,2400.0,4848,11500000
2,House,Pondicherry,1200.0,4667,7500000
2,House,Pondicherry,1350.0,4000,5300000
2,Flat,Pondicherry,800.0,4095,3500000
3,House,Pondicherry,1300.0,4000,7500000
2,House,Pondicherry,1320.0,4848,5500000
2,Flat,Pondicherry,1000.0,4524,5500000
3,House,Pondicherry,2400.0,4000,11000000
2,House,Pondicherry,600.0,4000,6800000
2,Flat,Pondicherry,1000.0,5000,6500000
2,Flat,Pondicherry,900.0,4429,4400000
3,Flat,Pondicherry,1485.0,3636,7200000
2,Flat,Pondicherry,900.0,5400,4200000
2,Flat,Pondicherry,750.0,4286,3000000
2,Flat,Pondicherry,1050.0,5000,4300000
2,Flat,Pune,787.0,6996,7600000
3,Flat,Pune,974.0,6590,12400000
1,Flat,Pune,478.0,8326,4390000
2,Flat,Pune,674.0,10679,6230000
3,Flat,Pune,1092.0,20435,12200000
3,Flat,Pune,1231.0,7286,17700000
4,Flat,Pune,1669.0,12351,44300000
4,Flat,Pune,2023.0,7473,19800000
4,Flat,Pune,1909.0,10484,22200000
3,Flat,Pune,1310.0,11322,21800000
3,Flat,Pune,1213.0,8154,12200000
3,Flat,Pune,1191.0,10200,11200000
2,Flat,Pune,600.0,10048,6609999
3,Flat,Pune,1287.0,11300,13400000
3,Flat,Pune,1097.0,7226,11299999
2,Flat,Pune,659.0,10959,6500000
2,Flat,Pune,950.0,7117,10700000
3,Flat,Pune,1500.0,9631,25500000
2,Flat,Pune,750.0,11464,6110000
4,Flat,Pune,1870.0,6457,26000000
3,Flat,Pune,1151.0,6434,15800000
3,Flat,Pune,1200.0,8797,17000000
4,Flat,Pune,1319.0,8630,16200000
2,Flat,Pune,748.0,11084,5980000
2,Flat,Pune,837.0,6296,8180000
2,Flat,Pune,832.0,24689,11200000
4,Flat,Pune,1942.0,8219,26400000
4,Flat,Pune,1725.0,7584,22799999
3,Flat,Pune,1080.0,7952,14000000
3,Flat,Pune,1203.0,11129,14200000
4,Flat,Pune,1612.0,7835,17700000
4,Flat,Pune,1319.0,13470,16200000
3,Flat,Pune,1031.0,19271,11000000
3,Flat,Pune,1110.0,6595,15000000
2,Flat,Pune,792.0,8717,9400000
3,Flat,Pune,1100.0,9121,11700000
3,Flat,Pune,1212.0,10335,16399999
3,Flat,Pune,940.0,8812,15500000
3,Flat,Pune,1840.0,12899,27300000
2,Flat,Pune,977.0,8260,9180000
3,Flat,Pune,1029.0,13130,20400000
4,Flat,Pune,2534.0,7267,39500000
2,Flat,Pune,840.0,11034,7770000
4,Flat,Pune,1860.0,7514,26400000
2,Flat,Pune,815.0,6783,10200000
4,Flat,Pune,1690.0,6903,22599999
2,Flat,Pune,750.0,7368,5080000
2,Flat,Pune,864.0,7647,8790000
4,Flat,Pune,1744.0,11818,24100000
3,Flat,Pune,1212.0,9145,12900000
4,Flat,Pune,1645.0,9761,20099999
4,Flat,Pune,2400.0,7191,40800000
3,Flat,Pune,1158.0,8468,17600000
2,Flat,Pune,769.0,6200,9500000
3,Flat,Pune,1053.0,8369,9580000
3,Flat,Pune,1158.0,5800,17600000
4,Flat,Pune,1616.0,10141,19200000
2,Flat,Pune,725.0,8385,6010000
2,Flat,Pune,670.0,8377,9920000
2,Flat,Pune,798.0,8106,7950000
3,Flat,Pune,1086.0,11623,11500000
2,Flat,Pune,747.0,10429,7970000
3,Flat,Pune,1261.0,7871,16200000
4,Flat,Pune,1700.0,8333,24500000
3,Flat,Pune,1325.0,12368,18500000
4,Flat,Pune,2835.0,14510,32500000
2,Flat,Pune,853.0,6800,8970000
3,Villa,Pune,2128.0,6982,18500000
2,Flat,Pune,749.0,8630,5470000
2,Flat,Pune,806.0,9460,11200000
3,Flat,Pune,989.0,7249,8590000
2,Flat,Pune,696.0,6383,7209999
6,Flat,Pune,5740.0,8125,136500000
3,Flat,Pune,963.0,12500,11299999
4,Flat,Pune,1420.0,16818,14700000
2,Flat,Pune,918.0,7308,7000000
3,Flat,Pune,1006.0,10926,13200000
4,Flat,Pune,1858.0,12080,22200000
3,Flat,Pune,1168.0,11875,15900000
4,Flat,Pune,1650.0,11542,20900000
2,Flat,Pune,828.0,9625,9290000
4,Flat,Pune,2264.0,6519,17200000
3,Flat,Pune,913.0,6863,9910000
3,Flat,Pune,1249.0,17000,14000000
3,Flat,Pune,974.0,15850,11600000
4,Flat,Pune,2070.0,8929,30900000
4,Flat,Pune,1450.0,8710,20299999
3,Flat,Pune,774.0,4299,7040000
3,Flat,Pune,894.0,5802,9450000
3,Flat,Pune,955.0,10295,7040000
3,Flat,Pune,1073.0,7000,8780000
3,Flat,Pune,1190.0,8000,18600000
2,Flat,Pune,751.0,13500,7290000
3,Flat,Pune,1463.0,6632,36100000
2,Flat,Pune,738.0,6737,4860000
4,Flat,Pune,1485.0,8152,15800000
2,Flat,Pune,789.0,9768,9810000
3,Flat,Pune,947.0,10767,10200000
2,Flat,Pune,783.0,8923,8030000
3,Flat,Pune,963.0,9232,11299999
3,Flat,Pune,892.0,6330,7300000
4,Flat,Pune,719.0,11224,8000000
3,Flat,Pune,960.0,7692,9670000
2,Flat,Pune,755.0,9216,12400000
2,Flat,Pune,600.0,11134,6609999
3,Flat,Pune,1061.0,7889,11200000
3,Flat,Pune,1166.0,6273,21200000
3,Flat,Pune,1237.0,15200,35000000
2,Flat,Pune,695.0,11500,6450000
2,Flat,Pune,890.0,8324,10200000
3,Flat,Pune,1066.0,8371,12700000
4,Flat,Pune,1567.0,9100,21900000
3,Flat,Pune,1064.0,9333,14400000
3,Flat,Pune,1148.0,8173,16000000
4,Flat,Pune,1836.0,6712,46000000
3,Flat,Pune,1307.0,10513,16600000
2,Flat,Pune,778.0,10105,11000000
2,Flat,Pune,778.0,8700,9730000
2,Flat,Pune,781.0,10193,8600000
3,Flat,Pune,1101.0,7700,9800000
3,Flat,Pune,1190.0,10877,14000000
4,Flat,Pune,1592.0,6750,19600000
2,Flat,Pune,723.0,8270,7600000
3,Flat,Pune,1045.0,14796,10800000
3,Flat,Pune,1154.0,12583,14200000
4,Flat,Pune,1740.0,6964,20700000
3,Flat,Pune,880.0,12305,9400000
2,Flat,Pune,735.0,18800,6709999
3,Flat,Pune,1055.0,13509,21000000
2,Flat,Pune,566.0,9766,5600000
4,Flat,Pune,1502.0,10317,18200000
2,Flat,Pune,596.0,11000,8000000
3,Flat,Pune,1189.0,7609,18600000
4,Flat,Pune,1688.0,8968,22200000
4,Flat,Pune,2088.0,9425,37000000
4,Flat,Pune,4500.0,8541,66000000
3,Flat,Pune,1075.0,5983,15600000
3,Flat,Pune,1031.0,9302,11100000
3,Flat,Pune,1160.0,9850,10900000
3,Flat,Pune,1450.0,16197,16000000
2,Flat,Pune,700.0,7500,6500000
2,Flat,Pune,912.0,10648,7800000
3,Flat,Pune,1174.0,16568,10700000
2,Flat,Pune,710.0,9000,7000000
2,Flat,Pune,630.0,6000,6500000
3,Flat,Pune,900.0,6549,13000000
1,Flat,Pune,502.0,6530,6200000
1,Flat,Pune,444.0,7202,4900000
2,Flat,Pune,700.0,8762,6400000
3,Flat,Pune,1190.0,11500,13600000
3,Flat,Pune,1060.0,8762,9050000
2,Flat,Pune,750.0,8500,7800000
2,Flat,Pune,711.0,8100,5570000
3,Flat,Pune,1775.0,10291,18000000
3,Flat,Pune,1250.0,8711,13500000
2,Flat,Pune,840.0,6304,9500000
3,Flat,Pune,902.0,15576,9500000
4,Flat,Pune,1750.0,12754,26500000
3,Flat,Pune,1158.0,8333,16299999
3,Flat,Pune,1196.0,8056,12900000
2,Flat,Pune,805.0,9034,10000000
4,Flat,Pune,2528.0,8357,42200000
4,Flat,Pune,1777.0,12077,36100000
3,Flat,Pune,1393.0,19210,13600000
3,Flat,Pune,1050.0,7536,9900000
3,Flat,Pune,1300.0,8095,15600000
3,Flat,Pune,1075.0,7029,15600000
3,Flat,Pune,1087.0,9286,13100000
3,Flat,Pune,1360.0,8261,17000000
2,Flat,Pune,1900.0,8116,14200000
2,Flat,Pune,850.0,29544,8800000
2,Flat,Pune,750.0,12250,7500000
2,Villa,Pune,1452.0,12000,12700000
2,Flat,Pune,900.0,13750,15000000
4,Flat,Pune,1600.0,10625,37000000
3,Flat,Pune,1013.0,8355,9500000
2,Flat,Pune,780.0,10700,11800000
3,Flat,Pune,980.0,10608,15100000
3,Flat,Pune,1200.0,10900,19000000
2,Flat,Pune,770.0,7200,12500000
3,Flat,Pune,1250.0,12587,15400000
2,Flat,Pune,1050.0,5061,8800000
3,Flat,Pune,1044.0,11196,9800000
3,Flat,Pune,1800.0,8200,42500000
4,Flat,Pune,1495.0,8430,31900000
3,Flat,Pune,1150.0,6700,12500000
3,Flat,Pune,1350.0,8776,13500000
2,Flat,Pune,875.0,8800,4600000
1,Flat,Pune,515.0,7278,3800000
3,Flat,Raipur,965.0,3938,3800000
3,Flat,Raipur,1123.0,5504,10000000
3,House,Raipur,1500.0,2958,3550000
2,House,Raipur,650.0,2712,1789999
2,Flat,Raipur,650.0,3673,3500000
2,Flat,Raipur,900.0,4222,3800000
3,Flat,Raipur,1470.0,3061,4500000
2,Flat,Raipur,900.0,3900,3900000
3,House,Raipur,1250.0,2432,4500000
2,Flat,Raipur,1000.0,4350,4350000
3,Flat,Raipur,1630.0,3558,5800000
2,Flat,Raipur,750.0,2400,1800000
2,Flat,Raipur,943.0,3606,3400000
3,Flat,Raipur,1351.0,2806,3790000
3,Flat,Raipur,1324.0,6193,8200000
3,House,Raipur,1200.0,2867,4300000
3,House,Raipur,600.0,3231,4200000
2,Flat,Raipur,1006.0,3579,3600000
2,House,Raipur,1125.0,3750,4500000
2,Flat,Raipur,1054.0,3605,3800000
2,Flat,Raipur,933.0,2947,2750000
3,Flat,Raipur,1056.0,3750,6190000
3,House,Raipur,1000.0,3800,3800000
2,Villa,Raipur,800.0,4000,4000000
2,Flat,Raipur,1050.0,4647,6650000
3,House,Raipur,1600.0,4430,7090000
3,Flat,Raipur,1495.0,4214,6300000
3,Villa,Raipur,2150.0,2663,6530000
3,House,Raipur,2150.0,3326,7150000
3,Flat,Raipur,2178.0,3903,8500000
2,House,Raipur,950.0,3790,3600000
2,House,Raipur,601.0,2829,1700000
3,House,Raipur,1150.0,2767,4150000
2,Flat,Raipur,1122.0,4902,5500000
3,Flat,Raipur,1084.0,3230,4620000
2,House,Raipur,650.0,4490,2300000
3,House,Raipur,2450.0,4500,11000000
2,House,Raipur,1000.0,4167,4500000
2,Flat,Raipur,1098.0,2133,4950000
2,House,Raipur,1500.0,2917,3200000
2,Flat,Raipur,1200.0,2778,3500000
3,House,Raipur,900.0,3056,2500000
2,House,Raipur,1800.0,3500,5500000
2,Flat,Raipur,600.0,4100,2100000
2,Flat,Raipur,760.0,4612,4100000
3,Flat,Raipur,1843.0,4077,8500000
2,Flat,Raipur,1214.0,3299,4950000
3,Flat,Raipur,1200.0,4148,5180000
2,House,Raipur,675.0,3523,2800000
3,Flat,Raipur,965.0,3865,3400000
2,Flat,Raipur,650.0,3249,3100000
2,Flat,Raipur,985.0,2900,3200000
3,House,Raipur,990.0,4906,5800000
3,Flat,Raipur,1325.0,5873,6500000
3,House,Raipur,1266.0,3465,15500000
2,Flat,Raipur,985.0,4808,3150000
3,Flat,Raipur,2020.0,4762,7000000
3,House,Raipur,2600.0,4041,12500000
2,Flat,Raipur,1365.0,3000,6500000
3,Flat,Raipur,1930.0,2909,7800000
2,Flat,Raipur,500.0,4287,1500000
2,Flat,Raipur,1100.0,4000,3200000
2,Flat,Raipur,1283.0,4600,5500000
3,House,Raipur,1190.0,3983,4800000
3,Villa,Raipur,1000.0,2571,11500000
3,House,Raipur,600.0,4960,2390000
2,House,Raipur,700.0,3467,1800000
3,Flat,Raipur,1250.0,4062,6200000
3,Flat,Raipur,1500.0,3814,5200000
2,Flat,Raipur,1120.0,3733,5850000
3,Flat,Raipur,1180.0,4000,4500000
2,Flat,Raipur,750.0,2844,2800000
3,House,Raipur,1125.0,3000,7500000
3,House,Raipur,900.0,3333,4550000
2,House,Raipur,750.0,4857,2400000
2,House,Raipur,900.0,3359,3000000
3,House,Raipur,1000.0,2947,5500000
2,House,Raipur,1400.0,2503,6800000
2,Flat,Raipur,950.0,3150,3700000
2,Flat,Raipur,800.0,2917,2800000
2,Flat,Raipur,839.0,3059,2100000
2,House,Raipur,635.0,3714,4000000
2,House,Raipur,2400.0,4433,7000000
3,Villa,Raipur,1700.0,5285,5200000
3,House,Raipur,700.0,2500,2600000
2,Flat,Raipur,564.0,3810,2500000
2,Flat,Raipur,984.0,3292,5200000
3,House,Raipur,1600.0,3380,4000000
3,House,Raipur,550.0,3048,4000000
3,House,Raipur,1150.0,3056,3950000
2,Flat,Raipur,1080.0,5625,3650000
2,Flat,Raipur,1050.0,4286,3200000
3,House,Raipur,1800.0,3446,5500000
3,Flat,Raipur,800.0,3200,4500000
2,House,Raipur,1400.0,4167,6000000
3,Flat,Raipur,1509.0,5344,5200000
2,Flat,Raipur,10000.0,3500,3200000
2,Flat,Raipur,1080.0,2567,4500000
2,Flat,Raipur,740.0,2778,3000000
2,Flat,Raipur,1310.0,5000,7000000
2,Villa,Raipur,1000.0,3535,3500000
2,Flat,Raipur,896.0,3000,2300000
2,Villa,Raipur,900.0,2741,2500000
2,Flat,Raipur,800.0,4267,4000000
2,Flat,Raipur,1188.0,4471,4200000
2,House,Raipur,1000.0,3404,3000000
2,House,Raipur,1058.0,6667,2900000
2,House,Raipur,750.0,3913,3200000
2,House,Raipur,850.0,2653,3800000
2,Flat,Raipur,1175.0,3030,4000000
3,House,Raipur,1800.0,4300,12000000
3,Villa,Raipur,1476.0,2783,9000000
2,Flat,Raipur,980.0,4299,2600000
3,House,Raipur,1050.0,3930,5000000
2,House,Raipur,1000.0,2596,4300000
3,Flat,Raipur,800.0,3222,3200000
2,Flat,Raipur,1256.0,3587,5400000
2,Flat,Raipur,950.0,2726,4500000
2,Flat,Raipur,1040.0,4511,2700000
3,House,Raipur,2400.0,2632,8700000
3,Flat,Raipur,1114.0,4714,5000000
2,Flat,Raipur,1000.0,2676,2900000
3,Flat,Raipur,1330.0,2486,6000000
2,Villa,Raipur,950.0,3077,2500000
2,House,Raipur,650.0,3262,3300000
3,House,Raipur,1360.0,1875,4550000
2,House,Raipur,1000.0,2993,2490000
3,House,Raipur,750.0,2750,4000000
2,Flat,Raipur,981.0,1529,3200000
3,Flat,Raipur,1600.0,4000,3000000
2,Flat,Raipur,735.0,4375,2200000
2,House,Raipur,800.0,2568,2200000
3,Flat,Raipur,850.0,5000,1300000
2,Flat,Raipur,900.0,1938,3600000
3,Flat,Raipur,1750.0,3698,8650000
2,House,Raipur,800.0,2760,3500000
3,Flat,Raipur,1480.0,2500,3800000
2,Flat,Raipur,1000.0,3125,5000000
3,House,Raipur,1600.0,2429,3100000
3,Flat,Raipur,972.0,4270,3729999
2,Flat,Raipur,450.0,9250,1500000
2,Flat,Raipur,800.0,3000,2500000
3,House,Raipur,1400.0,5333,3400000
3,Flat,Raipur,1754.0,2545,7490000
3,House,Raipur,1800.0,3360,18500000
2,Flat,Raipur,1000.0,3750,3000000
3,Flat,Raipur,1500.0,7000,8000000
2,Flat,Raipur,550.0,4407,1400000
3,House,Raipur,900.0,4085,4200000
2,Flat,Raipur,1200.0,3226,4500000
3,House,Raipur,1900.0,2833,21000000
2,Villa,Raipur,1500.0,6190,13000000
2,Flat,Raipur,710.0,3200,2900000
2,Flat,Raipur,620.0,2766,2000000
2,House,Raipur,1200.0,3692,3400000
3,House,Raipur,1500.0,3191,6500000
2,House,Raipur,800.0,2807,3200000
2,Flat,Raipur,940.0,3680,2600000
2,House,Raipur,500.0,4706,2400000
2,Flat,Raipur,940.0,4269,3000000
2,Flat,Raipur,1140.0,4482,3200000
2,Flat,Raipur,943.0,3913,3470000
3,House,Raipur,800.0,5000,4000000
2,Flat,Raipur,1054.0,4333,4500000
3,Flat,Raipur,1785.0,3000,8000000
2,Flat,Raipur,1150.0,6190,4500000
3,House,Raipur,1200.0,3250,6000000
2,Flat,Raipur,1200.0,3455,5200000
3,Flat,Raipur,1950.0,3022,6800000
2,House,Raipur,1100.0,2773,3300000
2,Flat,Raipur,840.0,5833,5200000
3,House,Raipur,1600.0,3171,6500000
